Index,pH,Iron,Nitrate,Chloride,Lead,Zinc,Color,Turbidity,Fluoride,Copper,Odor,Sulfate,Conductivity,Chlorine,Manganese,Total Dissolved Solids,Source,Water Temperature,Air Temperature,Month,Day,Time of Day,Target
984209,8.230685899,3.54e-06,3.497165609,127.3133136,1.05e-11,0.621117476,Colorless,0.463809357,1.226086322,0.031331929,2.043769813,133.6275232,280.2655991,3.091337824,0.011218022,131.4032187,River,5.411443657,58.89308323,June,8.0,22.0,0
787964,8.745849136,0.049070222,6.596024158,194.7544786,3.59e-248,,Colorless,4.201029783,0.945438278,0.10778873,0.303925619,126.5331421,518.4729013,2.952581145,7.73e-12,513.6527323,River,20.70363109,81.62863738,July,31.0,21.0,0
779121,6.933095692,0.02639971,3.71628559,129.4400029,5.669999999999999e-278,1.388914438,Faint Yellow,0.077613625,0.644236489,0.256105843,3.131618701,180.0564481,299.6951698,2.579779562,1.25e-05,156.9728778,Ground,23.05937721,38.37913481,April,11.0,18.0,0
225369,8.025216712,1.59e-07,2.644286272,88.22809707,1.09e-94,4.70385796,Near Colorless,0.001480674,0.212317926,0.665764177,0.058875907,68.82206497,452.5806876,3.292505462,1.96e-13,88.82382373,Well,11.66256937,63.16068819,December,9.0,7.0,0
907862,7.334612242,0.17032718,4.750721827,228.2389904,9.02e-158,1.423188516,Colorless,0.357306762,0.714073434,0.008536887,0.786716663,136.3021884,351.5996139,3.324658562,3.43e-07,360.01669,Well,22.3359636,42.24759951,April,3.0,1.0,0
799912,6.293295554,1.34e-05,6.808377525,234.9574767,4.6200000000000004e-32,2.130912861,Colorless,0.001114601,0.075695634,1.005461284,1.199928939,125.4667587,469.7547613,3.269364141,0.310012033,441.0107056,Lake,32.60639738,78.81891665,October,5.0,20.0,0
967993,7.810484083,0.001554205,5.447965671,160.9046954,2.39e-13,0.885165105,Colorless,0.072923465,1.129493882,0.059668363,2.896688015,159.8495611,1293.503099,3.68030314,5.45e-05,334.1062789,Spring,15.63394759,37.06979998,June,27.0,0.0,0
617481,7.620403435,0.003090986,8.991516253,135.6383286,6.12e-29,0.074683321,Faint Yellow,0.255012216,1.06062344,0.078665188,2.714866223,348.8119877,638.2144554,6.735511197,1.686975484,518.3252564,Ground,16.90766602,49.59626492,February,28.0,23.0,0
264076,6.433434139,0.005338216,4.921054874,610.8734798,0.000152876,1.969006405,Colorless,0.004369496,0.106359903,,0.552726674,96.31239104,625.7749154,2.82778567,0.230376302,386.0196953,Spring,48.05398681,58.40367187,August,28.0,12.0,0
500223,7.7439865,2.41e-10,4.504393815,164.0419198,3.7800000000000003e-118,3.89227529,Near Colorless,0.096708306,1.305230719,0.369944154,2.604617296,118.3448804,,2.791995532,2.26e-06,190.8755544,Well,5.406534943,44.90481917,May,14.0,22.0,0
468048,6.867473986,0.016961379,5.585523805,126.2273246,5.38e-22,1.014640369,Near Colorless,0.052573106,1.645007749,0.854203379,0.291425686,195.6231556,677.3693138,3.1091323,6.27e-13,446.1097774,Ground,23.03667609,93.30366594,February,15.0,4.0,0
1000730,7.790389315,2.6e-10,,211.9497051,7.51e-67,4.067205059,Light Yellow,0.632478976,0.420199873,0.807028534,1.003945135,46.72780621,538.0948756,3.222922273,9.72e-07,315.9965938,Ground,16.43812472,56.39347704,July,11.0,14.0,0
589282,9.775431025,0.33757619,2.44216188,168.2338182,4.98e-15,0.377949015,Yellow,2.585076052,0.730438937,0.886345213,3.372628874,327.2933534,548.6717354,3.817889536,4.49e-06,218.6496617,Well,7.382266675,33.68536427,April,,1.0,0
663948,8.067696342,0.010947917,6.624994533,235.1001396,2.02e-30,2.534111948,Near Colorless,0.425895341,0.53400999,0.027968934,2.462054602,207.1003618,820.1497191,2.818882288,3.29e-13,98.81256067,Reservoir,22.31892037,36.37084715,June,28.0,23.0,0
797031,7.950444787,0.006907182,2.834901029,151.1699631,1.98e-192,1.341899943,Colorless,0.883096685,0.871273587,0.990774399,0.676539001,178.5713711,536.7951866,4.165333592,0.015649283,439.886637,Spring,9.391158468,61.42817645,April,23.0,22.0,0
585828,7.872513045,0.193660587,5.502176469,159.1279966,1.91e-104,0.852000267,Faint Yellow,4.217209227,0.921040951,1.409058973,3.120054907,146.544079,306.1073515,3.993513995,3.332955199,446.6729669,River,21.16455301,58.15708079,September,23.0,8.0,0
404936,8.000125246,0.066498674,5.813472014,170.7767772,4.8099999999999996e-42,2.876456974,Light Yellow,0.042204134,0.104744694,0.098271754,2.186438421,106.9710686,524.9254375,3.282597128,0.000656233,454.7048703,Aquifer,36.20412006,59.46329775,August,20.0,7.0,0
1042425,7.90925725,0.064053198,7.468444076,208.819483,8.36e-72,4.056080586,Near Colorless,0.065566199,0.216153518,0.42884981,1.182075955,107.4325584,645.1797073,2.658572705,0.027006877,451.3330408,River,11.31018613,91.4949573,November,26.0,0.0,0
266159,8.363571907,0.006473065,8.032452428,103.3348445,8.470000000000001e-160,4.513198366,Near Colorless,0.217662099,0.314366811,0.35647979,2.259531315,,456.91511,3.804127893,0.008536255,159.5154175,Lake,18.45108727,63.84805394,October,24.0,23.0,0
95981,9.521621398,0.063870987,1.589810113,,4.67e-43,0.645345101,Colorless,0.384926873,0.981952099,1.007046964,2.776715038,156.7386843,666.5656975,3.973202355,0.000256043,475.9075371,Ground,14.58646917,81.92339118,January,16.0,23.0,0
101244,7.192827396,0.214556487,3.085178548,200.8486574,9.5e-08,3.942031222,Faint Yellow,0.071824993,0.475248986,0.806937508,1.314913473,235.6157679,,3.648917849,0.004600964,440.4160282,Lake,11.41725507,55.349508,November,18.0,20.0,0
234245,8.917191469,0.398357504,4.607655159,266.2883199,2.0100000000000002e-100,1.183433213,Faint Yellow,0.047819322,0.460184872,1.402646283,2.853704153,114.4963801,705.7495516,3.619139297,0.002251601,393.9291084,Ground,7.873575821,,October,7.0,21.0,0
844726,7.962153868,0.103490304,7.058713742,144.9240956,3.21e-34,1.358154447,Colorless,0.063298814,0.632552195,0.160470581,1.295756558,101.9171126,580.443174,3.118065344,5.5e-09,474.7018126,Reservoir,36.24064013,67.1342987,December,23.0,14.0,0
967481,7.508484903,0.00249684,2.193380995,98.83501133,1.09e-32,3.081942006,Colorless,0.494392988,,0.422343712,1.991484194,82.01455562,517.6253258,3.393494461,5.59e-09,36.78714081,River,18.98787974,49.73338024,July,30.0,12.0,0
33684,7.024410526,0.000119532,8.765275479,77.44724705,6.300000000000001e-132,1.875491799,Light Yellow,0.17953348,0.212784886,0.045072457,1.634693167,178.8101389,438.7225068,3.732011319,0.002789315,433.9860435,Aquifer,13.65894877,50.61017052,December,18.0,12.0,0
245169,8.172484857,0.013050885,7.756833713,,1.8499999999999998e-68,1.907563388,Faint Yellow,0.441344748,,0.355588145,2.437971083,180.480362,168.724225,3.181153891,0.037157133,131.7623614,Well,25.68026303,46.65399176,March,9.0,0.0,0
875729,7.606847212,0.085595835,5.925450823,120.2192661,4.3e-18,1.895333307,Faint Yellow,0.533146218,1.375475919,0.082102051,0.43272886,57.88752425,442.9437876,3.99057888,0.00431706,23.92630442,Well,22.66360252,17.79549821,January,14.0,5.0,0
786762,7.942635717,2.89e-13,4.449582437,199.090464,5.21e-44,1.470034142,Colorless,0.009464952,0.075154965,0.034605438,2.039191722,,637.2070533,3.355693692,4.83e-09,247.8487553,Reservoir,38.43860064,50.50358978,October,16.0,22.0,0
261512,7.154771551,0.030452503,4.841995107,184.4862962,2.74e-308,1.51319019,Faint Yellow,0.093062555,1.64397376,0.617311377,2.517393199,129.3940926,104.809613,3.617995246,0.093119754,458.7172978,Well,30.51330156,37.10808763,August,13.0,17.0,0
878691,7.715233989,0.043961806,4.511022319,140.2243002,2.0799999999999999e-168,3.032482245,Near Colorless,0.012140337,,0.95296718,2.953047774,193.1193504,149.7201804,3.848709124,0.000171787,18.07759108,Spring,11.89591625,52.42018256,October,20.0,21.0,0
779239,7.073137801,2.62e-05,5.98713962,143.5095921,6.86e-143,1.35381233,Faint Yellow,0.1453786,0.46628067,0.212719444,1.933853285,169.1743514,223.9709442,4.185443048,0.048042193,316.3941976,Reservoir,27.83303977,79.28964201,October,14.0,11.0,0
417594,6.502558336,0.000762631,4.356019147,227.7689274,3.9599999999999997e-60,0.939975651,Light Yellow,0.988345674,0.745122882,0.112212159,2.085138316,125.9584664,255.8910171,2.517905659,1.09e-09,481.2831887,Stream,12.66734026,54.2927995,April,16.0,23.0,0
491589,7.662122887,0.054595754,4.886889047,137.8071865,5.4499999999999995e-46,2.262698203,Colorless,0.955862142,0.012089427,0.244086272,2.756181431,211.2852846,256.621406,3.184891528,0.008639195,154.1814216,Well,14.44979774,77.72068217,June,30.0,7.0,0
881920,7.042917372,0.003316001,1.073041815,159.9730303,7.41e-36,0.46647575,Near Colorless,0.384175185,0.301068247,0.323480961,1.29187222,130.5458619,376.5928709,2.336837677,9.62e-15,406.9239957,Well,44.54089393,10.40268587,December,24.0,1.0,0
150703,8.040911771,0.275609166,6.094145498,126.9018157,0.0,0.103317756,Near Colorless,0.110555413,0.715857116,0.128956819,1.815319251,121.2389207,299.747782,2.489076702,0.000183581,16.66271013,Stream,6.894880297,59.72210089,October,14.0,23.0,0
253309,7.051537565,3.21e-06,3.644581969,196.2131187,1.5799999999999998e-98,0.699384225,Near Colorless,1.93e-06,0.248059765,0.75369681,0.374389483,245.7261718,497.8245396,3.313804349,0.000274322,312.8764679,Ground,35.96918385,48.13621435,February,16.0,0.0,0
162058,8.405018218,1.26e-08,2.74093634,197.8158174,4.82e-60,2.230990482,Colorless,0.479517421,0.454834335,0.414961517,0.674187042,237.1141921,269.5094842,2.679941742,0.019822245,247.0144721,Well,30.95363923,96.78686298,October,7.0,1.0,0
618355,7.608376885,0.014043479,4.947147151,159.057489,5.520000000000001e-85,0.711170849,Near Colorless,0.061379388,0.284023695,0.409817224,2.402509549,194.9647563,248.6695604,2.899980715,,93.35453364,River,21.82485553,77.42401421,January,4.0,10.0,0
779857,6.889815497,0.11745747,11.75003545,148.5850998,3.29e-78,0.051262877,Colorless,0.5033088,,1.264577952,3.917827684,77.05826095,272.697363,2.465417257,0.015171679,62.62349408,Lake,25.41821317,74.75995252,December,22.0,23.0,0
538408,6.31798454,6.85e-15,6.902357071,219.5636917,5.269999999999999e-54,1.169429056,Yellow,0.380562754,0.258870794,0.762894551,0.187214618,90.43358558,480.6068701,2.251278671,,519.2673804,Well,30.03632639,45.2939498,May,3.0,17.0,0
91400,8.322096897,0.15815813,4.887685909,232.0063929,1.06e-39,0.05069708,Colorless,0.364495817,1.819054714,0.2359196,2.593947233,58.37610878,512.7194445,3.532291284,0.011638944,112.0803185,River,3.666383569,71.41639503,June,6.0,4.0,0
169092,6.390783669,0.513537888,5.631182079,250.4661099,2.9399999999999995e-48,9.864504767,Light Yellow,1.575028692,3.499917973,1.727975229,2.950889616,228.3624236,515.1361773,3.815749528,6.63e-09,511.0861003,Well,42.03422079,57.40377457,December,23.0,22.0,0
934066,6.875942099,0.0192823,5.541245639,210.4368709,1.65e-40,0.436692192,Colorless,0.094577529,2.023541798,0.333792066,2.007968507,101.0192997,356.2747503,,4.7e-14,212.9509324,Aquifer,8.784477451,38.28862862,June,29.0,22.0,0
6831,8.274563166,7.93e-07,6.239059524,230.9820968,3.6799999999999996e-138,4.297505558,Near Colorless,0.445971359,1.751999919,0.095637169,2.580306845,205.5699288,655.599391,4.160712484,0.001199561,94.80621127,River,17.58542247,43.77263682,August,3.0,14.0,0
978167,8.009401773,0.261775839,5.808926307,146.5808495,3.33e-38,0.534036087,Near Colorless,0.006769496,0.962649406,0.087470932,0.586783093,116.8614702,287.4225214,3.369862248,0.005458529,444.6548687,River,6.977706998,88.07943837,February,9.0,23.0,0
660523,7.196085648,0.000183306,3.503200309,130.9530052,3.96e-40,4.24612816,Faint Yellow,6.76e-05,0.92132951,0.195531139,0.358887098,178.0456177,271.5215806,3.625338095,8.66e-12,349.2954405,Spring,14.50124528,34.55844712,March,25.0,2.0,0
1042131,7.119648219,1.13e-09,4.421135841,148.7544035,5.63e-28,4.562922103,Near Colorless,0.045885156,0.651988302,0.713723598,2.706668209,133.9670546,188.6178904,2.253745073,6.6e-05,54.97100094,Ground,24.43083551,84.51884528,August,5.0,9.0,0
553015,6.557469539,0.189642012,3.656690355,156.7627129,2.8e-20,1.524477155,Near Colorless,0.077555652,0.942760406,0.11799059,0.736406708,102.1506032,280.9754784,2.566987664,0.000664105,184.8663676,Lake,15.33491334,44.54652875,May,13.0,3.0,0
807532,6.949412989,1.13e-11,3.116399958,245.3359933,1.91e-67,0.490064037,Near Colorless,0.480035613,0.61887612,0.63140745,2.334271609,130.0773296,484.4117229,2.692011169,3.122099636,234.5447794,Aquifer,7.003660561,65.48071884,November,28.0,5.0,0
136036,6.975518033,6.71e-05,6.502323699,152.9708849,7.459999999999999e-90,0.044879671,Near Colorless,0.005307651,0.362877345,0.163293377,0.985212601,49.01602712,,3.358559041,4.26e-05,408.7128459,Aquifer,17.74553429,84.25562008,September,22.0,6.0,0
493319,7.128783125,0.278854086,4.683063255,243.0966703,2.99e-113,0.050252647,Near Colorless,0.019942047,0.474028842,0.345259414,0.488791118,117.5874415,387.2780979,3.20554061,5.77e-07,335.2404734,Aquifer,20.74734846,71.82006446,April,16.0,23.0,0
519065,7.030234357,0.006465287,2.668013296,92.06916326,9.86e-147,0.443453344,Near Colorless,0.003530508,0.962577456,0.011321945,2.80964625,232.1992978,379.397875,2.197563631,0.001204577,122.4895479,Ground,24.57808552,53.91706474,November,19.0,1.0,0
970713,7.832176195,5.2499999999999996e-23,5.595088526,153.2304006,2.5099999999999997e-40,2.193748518,Colorless,0.524494726,0.962369447,,0.356473569,168.7560347,207.2304324,2.471270377,1.61e-06,260.3540174,Well,10.99991177,69.95656292,December,22.0,3.0,0
401417,6.846280204,0.004871358,8.276545583,134.7932398,7.880000000000001e-26,1.347770533,Near Colorless,0.01248871,0.020736187,,2.574584852,166.0187682,440.7480255,1.969511948,6.72e-13,444.282338,Reservoir,5.26839467,58.02618565,November,20.0,21.0,0
1042511,8.101400532,0.007110744,6.723786365,226.6401438,6.35e-88,4.829736601,Colorless,0.258321531,0.780263946,0.294417112,0.490173341,76.70418823,204.484875,2.902724882,1.45e-14,385.4015788,Well,17.67572954,63.14310136,March,26.0,7.0,0
427831,8.869165271,0.047837487,8.783512888,574.8713986,8.45e-37,2.414217233,Faint Yellow,0.756906725,1.907859573,0.696907741,1.142596221,255.4234372,213.9685623,3.960833087,2.87e-17,335.698798,Reservoir,14.67481057,34.0160882,July,3.0,8.0,0
975630,7.890424412,0.00093547,9.189423875,106.5945619,8.43e-159,1.634940395,Colorless,0.018601457,0.043552341,0.277433914,,83.6214046,198.5270987,2.652227222,8e-06,369.7529294,Stream,15.17744437,71.01633498,October,29.0,15.0,0
184135,7.454664793,0.032139629,3.658032123,156.8522564,0.0,4.524453784,Near Colorless,0.017279487,0.639857885,0.163847279,2.12855944,194.181968,813.771336,3.584260868,4.99e-06,241.4709685,Spring,44.5938463,42.85941327,February,18.0,19.0,0
505873,6.633802973,9.82e-06,1.820583726,287.7853566,9.74e-75,,Near Colorless,3.099429376,0.545005496,1.106414672,4.132129468,121.4770704,875.5409976,3.825477882,,10.93179268,Spring,32.96185838,70.41394809,March,19.0,18.0,0
894175,7.716050692,8.2e-22,4.782597517,202.4736883,8.61e-112,3.230681785,Colorless,0.011340334,0.750297069,0.244491931,3.138333925,108.8493647,444.5140715,2.885340522,5.13e-06,319.4553759,Ground,13.33296052,62.24006177,September,7.0,23.0,0
265464,7.995477683,0.000125379,7.39555617,125.291405,2.93e-38,1.524333449,Near Colorless,0.400400857,1.615281874,0.049443666,2.342201471,224.4289637,436.7467906,3.329313709,2.85e-16,259.727543,Aquifer,59.72592963,42.74602647,November,6.0,4.0,0
887744,8.288641912,0.007480606,7.096257974,157.0371166,5.25e-107,1.395584182,Colorless,0.018547442,0.427152868,0.582606475,2.157913712,207.3968153,400.1468165,2.829210423,7.92e-05,118.7492681,Stream,13.76982393,72.98850954,December,19.0,0.0,0
542290,7.620081617,7.14e-07,4.798290079,124.8777126,4.33e-74,0.156020138,Faint Yellow,0.176220904,0.826493436,0.016882632,1.905192146,189.8109062,843.6093084,3.004246004,0.000176156,321.262121,Spring,4.568059962,82.29886633,January,19.0,15.0,0
875168,8.013887364,2.6e-05,3.698269882,228.7097319,4.88e-14,0.058502176,Near Colorless,0.068051816,0.063662196,0.086846745,1.890359113,216.461169,608.2548179,2.190038703,0.038099823,304.3599152,Aquifer,27.45037617,54.99188,August,11.0,1.0,0
69830,7.544157735,1.88e-08,3.433422516,183.9996941,2.01e-142,1.310821755,Colorless,0.311697016,1.272363509,0.839438163,0.489800752,198.4088126,596.9381367,4.118664153,0.002882776,366.9689405,Spring,23.029021,59.60207303,December,22.0,7.0,0
112016,8.289052171,9.1e-06,3.017525899,167.1104279,3.2100000000000005e-70,0.076198708,Yellow,0.109247744,0.732729663,2.208843952,2.262527154,183.7178321,469.4149682,2.406151593,1.74e-07,39.68818983,Stream,35.01438649,89.95960839,April,2.0,16.0,0
662948,6.84939588,0.022239766,5.232543969,,2.97e-80,2.737311668,Colorless,0.080427251,0.290902099,0.118163505,0.231376442,189.2941336,946.8483265,3.922161598,1.29e-07,136.3774926,Ground,16.61797923,15.79607342,February,19.0,2.0,0
595053,6.52377834,0.058734857,7.341347785,208.0076967,2.43e-113,0.135001089,Near Colorless,1.055610001,0.013820707,0.769916934,0.879108702,134.9493491,449.2394869,2.687298308,0.032451613,159.1399125,Lake,27.15256548,67.7059648,November,25.0,12.0,0
35154,7.134339489,3.85e-10,5.346534991,116.4985124,1.19e-18,0.535419145,Near Colorless,0.27750026,0.130229251,0.937196113,0.515265789,232.7382383,407.6256386,2.994237309,0.013817241,232.6619858,Ground,16.88464209,76.02180496,August,11.0,18.0,0
89797,7.974990607,1.8e-15,4.744670659,199.01245,1.47e-166,1.110793391,Colorless,0.255878035,0.290312683,0.301550204,2.233827707,207.2016892,829.8151238,3.429247087,1.42e-06,417.3082139,Reservoir,15.19425727,31.98669502,January,20.0,22.0,0
485891,7.85482829,0.043594673,5.430418582,171.7983778,2.03e-31,0.336955835,Faint Yellow,0.093931296,1.689291585,0.496828269,0.778738742,137.6662043,326.1587817,3.814774143,0.014312616,43.70702808,Stream,32.46523806,43.07948923,November,21.0,20.0,0
236525,7.442611627,3.45e-10,8.352269136,,7.71e-36,0.177625506,Colorless,0.341252368,0.618280567,0.022551967,1.616160349,134.5868359,850.6366707,3.166032832,0.017524623,4.96474257,Spring,,58.52183376,April,18.0,21.0,0
560774,7.966497332,0.252111841,5.358017052,123.4696611,5.23e-38,0.712222647,Near Colorless,0.848234261,0.654194335,0.202429125,1.779873976,180.2078315,227.1532266,3.893285195,0.000165574,80.18221349,Stream,15.9192736,76.02587888,August,9.0,8.0,0
538937,7.156580747,0.009660327,8.111330067,243.7097486,1.14e-84,0.629008888,Colorless,0.061373592,0.137618193,0.283645766,3.074554712,107.0878933,330.0698655,2.942258039,0.000116224,38.4020681,Stream,12.91438264,53.38399722,August,31.0,16.0,0
879758,7.046488837,0.294072074,5.192864576,188.5238927,1.1400000000000001e-166,1.95584224,Colorless,0.018490067,0.215705093,0.088840552,2.266364224,82.06860452,242.4812619,2.45652769,2.49e-06,402.1679825,,12.51485726,57.43010521,July,30.0,11.0,0
905663,6.653414685,0.07510874,6.207452457,165.2136575,5.66e-35,1.020530275,Colorless,0.064661505,1.199443592,0.494702758,,82.37772397,117.3485041,3.56305484,0.016232107,386.344467,Lake,10.24124968,70.37297723,March,11.0,2.0,0
504574,7.668873568,0.000213479,5.940105798,,8.210000000000001e-64,2.663324353,Near Colorless,0.423919455,0.813418297,0.294959525,2.533876964,181.8246117,444.4753799,2.030871891,9.55e-06,262.0390504,Reservoir,18.83180812,60.41220981,September,14.0,14.0,0
67449,6.680790439,1.12e-09,5.131582234,189.7366115,1.4600000000000001e-27,2.557161279,Faint Yellow,0.014982719,0.940556559,0.187314973,0.337406464,48.83142764,722.7855294,3.424521021,2.96e-12,70.19661409,Stream,8.627591383,89.95114772,October,4.0,4.0,0
977121,8.865035463,9.02e-06,6.974872463,288.351629,9.480000000000001e-167,0.80084344,Near Colorless,2.263310187,1.747234908,0.736392735,1.973926158,108.0245212,369.4185755,3.88507125,0.017702396,36.9437507,Aquifer,10.25896143,56.77880197,February,26.0,7.0,0
1011475,7.195049795,1.45e-08,4.213128395,141.0081193,2.31e-188,1.642614776,Near Colorless,0.008835325,0.188431313,0.740421693,2.728484096,177.6403868,394.9338823,3.643935804,0.044709941,427.4536813,Reservoir,37.53390222,78.75440369,May,29.0,14.0,0
658430,6.813717078,3.2e-09,2.133157666,299.2464831,4.48e-239,0.805597437,Faint Yellow,0.020575977,,0.674759637,2.057956766,111.7732903,691.3138251,2.959280777,2.08e-10,432.2395277,Stream,49.56137988,53.39492209,April,27.0,18.0,0
969339,7.67678421,0.015296361,6.264639799,195.5261221,4.34e-305,0.202481304,Near Colorless,0.456928649,0.851905202,0.954189567,0.314500798,161.8790906,284.2914499,2.785510922,0.000577117,254.5014916,Aquifer,16.81587811,74.10238482,June,27.0,22.0,0
536049,7.363049608,0.004200658,3.455400257,232.084202,1.05e-176,3.789985508,Colorless,0.007675916,0.76163929,0.594079177,1.474552359,180.1277641,560.2960933,3.531281111,3.62e-05,294.6499751,Ground,21.89418208,32.92306915,September,23.0,4.0,0
1013702,6.901459078,0.011519273,4.534749528,131.3347113,3.17e-122,3.459034562,Faint Yellow,0.01981783,1.595510678,0.006205298,0.653610385,165.2888799,401.7882087,2.865456221,0.014093483,255.680725,Aquifer,22.90447547,49.79134459,January,14.0,21.0,0
141468,5.801767584,1.631679145,3.60431293,175.4722029,5.19e-08,7.23000111,Yellow,0.863040455,1.987009636,0.076817421,2.901063433,115.1187942,573.648455,,0.116759871,87.11702458,River,32.31384695,66.298918,December,11.0,4.0,0
608527,7.119827695,0.028509491,4.355414884,110.3126308,4.99e-178,4.462047934,Light Yellow,0.243962526,0.907202842,0.149936659,1.122611721,108.8944101,437.0852861,3.369826212,1e-11,67.11540497,Stream,9.541069728,55.79566799,July,20.0,0.0,0
33873,6.657523016,0.11879189,,207.5706178,8.58e-59,0.628885853,Light Yellow,0.055159401,1.5777308,0.019750226,3.608730811,142.7280698,570.5143486,3.662215288,0.000793478,329.2799848,Stream,10.48570229,51.81163608,April,20.0,12.0,0
137004,7.207181312,0.065009193,6.182726569,111.1610854,1.89e-35,0.185742377,Near Colorless,0.714855531,0.080960595,0.197969265,0.855177819,79.26005867,414.5892275,3.531278937,9.21e-05,100.1749753,Spring,30.5750267,45.62960258,September,15.0,13.0,0
408946,7.772857468,0.008766199,8.805019013,212.3579647,5.64e-32,0.248026482,Faint Yellow,0.913024573,1.649105855,0.365621623,1.142016462,176.2766955,516.1525134,3.570825912,0.005120609,61.16562154,Ground,13.71292662,78.9983903,September,1.0,4.0,0
150984,7.352766574,0.000218945,9.372123944,151.624511,2.87e-80,0.137329033,Colorless,0.588685727,0.316776168,0.10988004,1.503012307,202.8842871,582.0949211,3.543418448,0.003102066,327.2581302,Ground,17.41088908,47.56235473,December,8.0,2.0,0
444448,7.924618664,1.71e-11,6.094066379,172.2300212,3.8e-41,3.291247565,Colorless,0.603102827,1.526393164,0.024838909,1.985310472,160.2229826,227.715152,2.76035589,1.2e-09,92.67208565,Ground,4.247148818,59.5025777,August,3.0,9.0,0
407849,7.202765663,0.0378397,3.399963648,142.1951812,5.18e-06,3.87822484,Faint Yellow,0.353331768,0.652604059,0.317661401,1.636098769,94.23366647,402.7380008,3.545523056,0.00218832,191.1068925,Well,13.51241986,44.44411054,July,6.0,4.0,0
857338,7.972885094,3.05e-09,5.158738754,207.9016502,1.22e-79,0.903537934,Near Colorless,0.305737444,0.526582119,0.101152635,0.769626441,141.066295,276.7150869,2.584183706,0.048250057,267.9285579,Ground,12.38494923,30.42176999,June,26.0,6.0,0
187955,6.775055527,0.001542505,5.161292329,131.8969968,4.1e-07,0.142100883,Near Colorless,0.486477828,0.343877853,0.716988202,2.41564587,144.6394532,418.0724333,4.073729302,0.006694469,12.17825861,Aquifer,21.71182921,85.97931332,January,27.0,22.0,0
787779,7.165073476,0.317523163,5.44266271,328.5419486,2.63e-40,1.338818715,Light Yellow,3.169481885,1.093663606,0.0058023,0.895452425,64.96757921,765.4364494,3.943379132,1.55e-07,488.8868545,Stream,,61.24814512,February,18.0,13.0,0
1041820,8.157788858,0.003765554,6.028212796,195.2133983,2.25e-110,5.881792544,Light Yellow,0.011269943,0.526679434,0.091334856,3.554512999,104.9537458,203.0573914,3.054716102,0.000122721,123.0730996,Lake,18.07358433,28.2245374,November,24.0,12.0,0
588610,8.291608639,0.124613446,8.90625548,248.6214939,3.71e-55,1.179828707,Near Colorless,0.021861952,,0.286616958,0.275424306,240.4539451,304.1187338,3.799085888,0.01856094,407.1765904,Ground,21.60748276,57.40274291,May,29.0,8.0,0
4573,8.025241681,2.75e-05,8.113902179,194.9047727,6.050000000000001e-27,,Near Colorless,1.017347423,0.841484316,0.270322016,0.995810438,53.9707008,379.4600489,2.369519287,9.98e-10,378.4913842,Stream,13.08603365,30.63118488,June,16.0,4.0,0
388996,7.291038716,0.000739901,7.915149796,182.3071001,2.5e-41,1.235738949,Faint Yellow,0.110621177,1.250768451,0.349386141,0.628958991,73.44025904,432.3315802,3.687346523,2.29e-07,177.7496859,Reservoir,19.38050301,83.64370893,May,,15.0,0
413057,7.718293303,1.56e-12,6.729670559,213.0765508,1.66e-57,1.136312802,Light Yellow,0.368766647,0.698482323,0.874548584,0.36547739,118.8943311,301.8419168,3.645378296,0.004913341,281.9808956,Aquifer,14.66643016,45.16684727,April,28.0,6.0,0
491268,6.843462876,0.000460686,7.298755513,186.8278513,0.005042559,2.777065429,Colorless,0.324364699,1.079301773,0.266887518,1.545582119,101.1533017,358.049649,2.292933546,0.000307787,199.0882414,Well,19.53950801,84.02049723,June,14.0,22.0,0
217345,7.814057103,2.07e-06,3.785025488,,6.49e-67,2.064268271,Near Colorless,0.209506503,0.73250025,0.287042011,2.467305837,147.726821,326.8436103,3.594084611,0.000420982,243.3501464,Lake,6.520181711,42.43257568,September,7.0,7.0,0
67063,8.436604009,0.049963005,,176.87487,1.6200000000000001e-43,2.165666412,Light Yellow,0.029451737,0.861205647,0.577330625,0.600946776,238.3298057,346.6721812,2.013640264,6.89e-05,333.4357778,Spring,8.941054587,75.55087999,June,14.0,9.0,0
951010,7.274631739,0.001804109,4.093943148,135.3964332,1.05e-31,2.383287962,Faint Yellow,0.53783046,0.062405715,0.579676398,2.381867902,159.7181243,169.6003456,2.840878424,9.97e-07,266.1869925,River,19.73561109,52.76153377,June,14.0,7.0,0
660259,6.852918411,9.68e-06,3.331394698,182.1061556,7.47e-41,0.03425205,Near Colorless,0.079446061,,0.602956405,0.556925552,236.9989204,313.9546391,3.137370995,0.000107177,367.0581089,River,14.76184232,55.88004567,,2.0,17.0,0
443941,7.728522475,0.000384677,2.473918981,172.6330089,2.24e-26,1.146687105,Near Colorless,0.242376561,,0.418783639,2.831598294,120.8505156,352.5509112,3.483205247,3.16e-06,276.0541517,Well,13.65439562,49.01779492,November,11.0,22.0,0
814139,7.484013905,0.008037155,7.509177392,118.4324258,2.7400000000000003e-226,0.985995365,Colorless,0.154425161,0.246652003,0.250880233,1.674850475,99.66875981,767.5559368,3.965024851,0.000212128,193.3044937,Reservoir,20.29596435,66.31311836,May,17.0,22.0,0
618914,7.310990857,0.132675728,12.17200505,248.8108594,3.9899999999999997e-258,0.167444043,Colorless,0.064857122,1.504169707,0.392457645,0.918527188,106.1864801,369.5988087,3.086859446,0.068281787,334.6026502,Lake,15.17924446,88.45471027,October,18.0,2.0,0
